Sampling_Event,Date,Mesocosm,Treatment,Species,Abundance
T1,2015-05-22,14,S,Fragilaria.synegrotesca,0.008
T1,2015-05-22,21,S,Fragilaria.synegrotesca,0.037
T1,2015-05-22,12,SP,Fragilaria.synegrotesca,0.033
T1,2015-05-22,16,SP,Fragilaria.synegrotesca,0.038
T1,2015-05-22,24,SP,Fragilaria.synegrotesca,0.012
T2,2015-08-18,5,F,Fragilaria.synegrotesca,0.058
T2,2015-08-18,6,F,Fragilaria.synegrotesca,0.033
T2,2015-08-18,18,F,Fragilaria.synegrotesca,0.092
T2,2015-08-18,4,FP,Fragilaria.synegrotesca,0.000
T2,2015-08-18,7,FP,Fragilaria.synegrotesca,0.029
T2,2015-08-18,19,FP,Fragilaria.synegrotesca,0.011
T2,2015-08-18,9,S,Fragilaria.synegrotesca,0.114
T2,2015-08-18,10,S,Fragilaria.synegrotesca,0.319
T2,2015-08-18,13,S,Fragilaria.synegrotesca,0.027
T2,2015-08-18,12,SP,Fragilaria.synegrotesca,0.020
T2,2015-08-18,15,SP,Fragilaria.synegrotesca,0.023
T2,2015-08-18,24,SP,Fragilaria.synegrotesca,0.000
T3,2016-02-19,1,F,Fragilaria.synegrotesca,0.038
T3,2016-02-19,6,F,Fragilaria.synegrotesca,0.004
T3,2016-02-19,18,F,Fragilaria.synegrotesca,0.124
T3,2016-02-19,4,FP,Fragilaria.synegrotesca,0.008
T3,2016-02-19,19,FP,Fragilaria.synegrotesca,0.000
T3,2016-02-19,9,S,Fragilaria.synegrotesca,0.010
T3,2016-02-19,13,S,Fragilaria.synegrotesca,0.000
T3,2016-02-19,21,S,Fragilaria.synegrotesca,0.000
T3,2016-02-19,12,SP,Fragilaria.synegrotesca,0.000
T3,2016-02-19,16,SP,Fragilaria.synegrotesca,0.000
T3,2016-02-19,23,SP,Fragilaria.synegrotesca,0.000
T4,2016-07-10,1,F,Fragilaria.synegrotesca,0.000
T4,2016-07-10,6,F,Fragilaria.synegrotesca,0.000
T4,2016-07-10,18,F,Fragilaria.synegrotesca,0.066
T4,2016-07-10,8,FP,Fragilaria.synegrotesca,0.000
T4,2016-07-10,19,FP,Fragilaria.synegrotesca,0.000
T4,2016-07-10,9,S,Fragilaria.synegrotesca,0.000
T4,2016-07-10,13,S,Fragilaria.synegrotesca,0.004
T4,2016-07-10,21,S,Fragilaria.synegrotesca,0.008
T4,2016-07-10,11,SP,Fragilaria.synegrotesca,0.000
T4,2016-07-10,16,SP,Fragilaria.synegrotesca,0.000
T1,2015-05-22,1,F,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,17,F,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,18,F,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,4,FP,Gomphonema.cf..clavatulum,0.010
T1,2015-05-22,8,FP,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,19,FP,Gomphonema.cf..clavatulum,0.029
T1,2015-05-22,9,S,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,14,S,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,21,S,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,12,SP,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,16,SP,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,24,SP,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,5,F,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,6,F,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,18,F,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,4,FP,Gomphonema.cf..clavatulum,0.004
T2,2015-08-18,7,FP,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,19,FP,Gomphonema.cf..clavatulum,0.126
T2,2015-08-18,9,S,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,10,S,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,13,S,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,12,SP,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,15,SP,Gomphonema.cf..clavatulum,0.000
T2,2015-08-18,24,SP,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,1,F,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,6,F,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,18,F,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,4,FP,Gomphonema.cf..clavatulum,0.034
T3,2016-02-19,19,FP,Gomphonema.cf..clavatulum,0.044
T3,2016-02-19,9,S,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,13,S,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,21,S,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,12,SP,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,16,SP,Gomphonema.cf..clavatulum,0.000
T3,2016-02-19,23,SP,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,1,F,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,6,F,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,18,F,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,8,FP,Gomphonema.cf..clavatulum,0.029
T4,2016-07-10,19,FP,Gomphonema.cf..clavatulum,0.053
T4,2016-07-10,9,S,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,13,S,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,21,S,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,11,SP,Gomphonema.cf..clavatulum,0.000
T4,2016-07-10,16,SP,Gomphonema.cf..clavatulum,0.000
T1,2015-05-22,1,F,Gomphonema.cf..intricatum.vibrio,0.004
T1,2015-05-22,17,F,Gomphonema.cf..intricatum.vibrio,0.018
T1,2015-05-22,18,F,Gomphonema.cf..intricatum.vibrio,0.014
T1,2015-05-22,4,FP,Gomphonema.cf..intricatum.vibrio,0.083
T1,2015-05-22,8,FP,Gomphonema.cf..intricatum.vibrio,0.004
T1,2015-05-22,19,FP,Gomphonema.cf..intricatum.vibrio,0.022
T1,2015-05-22,9,S,Gomphonema.cf..intricatum.vibrio,0.004
T1,2015-05-22,14,S,Gomphonema.cf..intricatum.vibrio,0.000
T1,2015-05-22,21,S,Gomphonema.cf..intricatum.vibrio,0.005
T1,2015-05-22,12,SP,Gomphonema.cf..intricatum.vibrio,0.000
T1,2015-05-22,16,SP,Gomphonema.cf..intricatum.vibrio,0.004
T1,2015-05-22,24,SP,Gomphonema.cf..intricatum.vibrio,0.000
T2,2015-08-18,5,F,Gomphonema.cf..intricatum.vibrio,0.087
T2,2015-08-18,6,F,Gomphonema.cf..intricatum.vibrio,0.015
T2,2015-08-18,18,F,Gomphonema.cf..intricatum.vibrio,0.033
T2,2015-08-18,4,FP,Gomphonema.cf..intricatum.vibrio,0.033
T2,2015-08-18,7,FP,Gomphonema.cf..intricatum.vibrio,0.025
T2,2015-08-18,19,FP,Gomphonema.cf..intricatum.vibrio,0.004
T2,2015-08-18,9,S,Gomphonema.cf..intricatum.vibrio,0.000
T2,2015-08-18,10,S,Gomphonema.cf..intricatum.vibrio,0.008
T2,2015-08-18,13,S,Gomphonema.cf..intricatum.vibrio,0.002
T2,2015-08-18,12,SP,Gomphonema.cf..intricatum.vibrio,0.000
T2,2015-08-18,15,SP,Gomphonema.cf..intricatum.vibrio,0.002
T2,2015-08-18,24,SP,Gomphonema.cf..intricatum.vibrio,0.000
T3,2016-02-19,1,F,Gomphonema.cf..intricatum.vibrio,0.178
T3,2016-02-19,6,F,Gomphonema.cf..intricatum.vibrio,0.039
T3,2016-02-19,18,F,Gomphonema.cf..intricatum.vibrio,0.008
T3,2016-02-19,4,FP,Gomphonema.cf..intricatum.vibrio,0.588
T3,2016-02-19,19,FP,Gomphonema.cf..intricatum.vibrio,0.015
T3,2016-02-19,9,S,Gomphonema.cf..intricatum.vibrio,0.000
T3,2016-02-19,13,S,Gomphonema.cf..intricatum.vibrio,0.000
T3,2016-02-19,21,S,Gomphonema.cf..intricatum.vibrio,0.000
T3,2016-02-19,12,SP,Gomphonema.cf..intricatum.vibrio,0.059
T3,2016-02-19,16,SP,Gomphonema.cf..intricatum.vibrio,0.000
T3,2016-02-19,23,SP,Gomphonema.cf..intricatum.vibrio,0.000
T4,2016-07-10,1,F,Gomphonema.cf..intricatum.vibrio,0.715
T4,2016-07-10,6,F,Gomphonema.cf..intricatum.vibrio,0.015
T4,2016-07-10,18,F,Gomphonema.cf..intricatum.vibrio,0.008
T4,2016-07-10,8,FP,Gomphonema.cf..intricatum.vibrio,0.939
T4,2016-07-10,19,FP,Gomphonema.cf..intricatum.vibrio,0.021
T4,2016-07-10,9,S,Gomphonema.cf..intricatum.vibrio,0.000
T4,2016-07-10,13,S,Gomphonema.cf..intricatum.vibrio,0.000
T4,2016-07-10,21,S,Gomphonema.cf..intricatum.vibrio,0.000
T4,2016-07-10,11,SP,Gomphonema.cf..intricatum.vibrio,0.004
T4,2016-07-10,16,SP,Gomphonema.cf..intricatum.vibrio,0.000
T1,2015-05-22,1,F,Gomphonema.parvulum,0.000
T1,2015-05-22,17,F,Gomphonema.parvulum,0.000
T1,2015-05-22,18,F,Gomphonema.parvulum,0.000
T1,2015-05-22,4,FP,Gomphonema.parvulum,0.017
T1,2015-05-22,8,FP,Gomphonema.parvulum,0.000
T1,2015-05-22,19,FP,Gomphonema.parvulum,0.011
T1,2015-05-22,9,S,Gomphonema.parvulum,0.000
T1,2015-05-22,14,S,Gomphonema.parvulum,0.000
T1,2015-05-22,21,S,Gomphonema.parvulum,0.000
T1,2015-05-22,12,SP,Gomphonema.parvulum,0.000
T1,2015-05-22,16,SP,Gomphonema.parvulum,0.000
T1,2015-05-22,24,SP,Gomphonema.parvulum,0.000
T2,2015-08-18,5,F,Gomphonema.parvulum,0.021
T2,2015-08-18,6,F,Gomphonema.parvulum,0.007
T2,2015-08-18,18,F,Gomphonema.parvulum,0.000
T2,2015-08-18,4,FP,Gomphonema.parvulum,0.026
T2,2015-08-18,7,FP,Gomphonema.parvulum,0.440
T2,2015-08-18,19,FP,Gomphonema.parvulum,0.256
T2,2015-08-18,9,S,Gomphonema.parvulum,0.000
T2,2015-08-18,10,S,Gomphonema.parvulum,0.000
T2,2015-08-18,13,S,Gomphonema.parvulum,0.000
T2,2015-08-18,12,SP,Gomphonema.parvulum,0.000
T2,2015-08-18,15,SP,Gomphonema.parvulum,0.000
T2,2015-08-18,24,SP,Gomphonema.parvulum,0.000
T3,2016-02-19,1,F,Gomphonema.parvulum,0.049
T3,2016-02-19,6,F,Gomphonema.parvulum,0.000
T3,2016-02-19,18,F,Gomphonema.parvulum,0.015
T3,2016-02-19,4,FP,Gomphonema.parvulum,0.224
T3,2016-02-19,19,FP,Gomphonema.parvulum,0.037
T3,2016-02-19,9,S,Gomphonema.parvulum,0.000
T3,2016-02-19,13,S,Gomphonema.parvulum,0.000
T3,2016-02-19,21,S,Gomphonema.parvulum,0.000
T3,2016-02-19,12,SP,Gomphonema.parvulum,0.015
T3,2016-02-19,16,SP,Gomphonema.parvulum,0.000
T3,2016-02-19,23,SP,Gomphonema.parvulum,0.000
T4,2016-07-10,1,F,Gomphonema.parvulum,0.019
T4,2016-07-10,6,F,Gomphonema.parvulum,0.000
T4,2016-07-10,18,F,Gomphonema.parvulum,0.000
T4,2016-07-10,8,FP,Gomphonema.parvulum,0.014
T4,2016-07-10,19,FP,Gomphonema.parvulum,0.016
T4,2016-07-10,9,S,Gomphonema.parvulum,0.000
T4,2016-07-10,13,S,Gomphonema.parvulum,0.000
T4,2016-07-10,21,S,Gomphonema.parvulum,0.000
T4,2016-07-10,11,SP,Gomphonema.parvulum,0.000
T4,2016-07-10,16,SP,Gomphonema.parvulum,0.000
T1,2015-05-22,1,F,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,17,F,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,18,F,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,4,FP,Kobayasiella.parasubtilissima,0.003
T1,2015-05-22,8,FP,Kobayasiella.parasubtilissima,0.021
T1,2015-05-22,19,FP,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,9,S,Kobayasiella.parasubtilissima,0.004
T1,2015-05-22,14,S,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,21,S,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,12,SP,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,16,SP,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,24,SP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,5,F,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,6,F,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,18,F,Kobayasiella.parasubtilissima,0.004
T2,2015-08-18,4,FP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,7,FP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,19,FP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,9,S,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,10,S,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,13,S,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,12,SP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,15,SP,Kobayasiella.parasubtilissima,0.000
T2,2015-08-18,24,SP,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,1,F,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,6,F,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,18,F,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,4,FP,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,19,FP,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,9,S,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,13,S,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,21,S,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,12,SP,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,16,SP,Kobayasiella.parasubtilissima,0.000
T3,2016-02-19,23,SP,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,1,F,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,6,F,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,18,F,Kobayasiella.parasubtilissima,0.004
T4,2016-07-10,8,FP,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,19,FP,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,9,S,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,13,S,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,21,S,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,11,SP,Kobayasiella.parasubtilissima,0.000
T4,2016-07-10,16,SP,Kobayasiella.parasubtilissima,0.000
T1,2015-05-22,1,F,Kobayasiella.subtilissima,0.008
T1,2015-05-22,17,F,Kobayasiella.subtilissima,0.032
T1,2015-05-22,18,F,Kobayasiella.subtilissima,0.028
T1,2015-05-22,4,FP,Kobayasiella.subtilissima,0.046
T1,2015-05-22,8,FP,Kobayasiella.subtilissima,0.046
T1,2015-05-22,19,FP,Kobayasiella.subtilissima,0.036
T1,2015-05-22,9,S,Kobayasiella.subtilissima,0.000
T1,2015-05-22,14,S,Kobayasiella.subtilissima,0.000
T1,2015-05-22,21,S,Kobayasiella.subtilissima,0.005
T1,2015-05-22,12,SP,Kobayasiella.subtilissima,0.000
T1,2015-05-22,16,SP,Kobayasiella.subtilissima,0.000
T1,2015-05-22,24,SP,Kobayasiella.subtilissima,0.004
T2,2015-08-18,5,F,Kobayasiella.subtilissima,0.004
T2,2015-08-18,6,F,Kobayasiella.subtilissima,0.000
T2,2015-08-18,18,F,Kobayasiella.subtilissima,0.000
T2,2015-08-18,4,FP,Kobayasiella.subtilissima,0.000
T2,2015-08-18,7,FP,Kobayasiella.subtilissima,0.007
T2,2015-08-18,19,FP,Kobayasiella.subtilissima,0.000
T2,2015-08-18,9,S,Kobayasiella.subtilissima,0.000
T2,2015-08-18,10,S,Kobayasiella.subtilissima,0.000
T2,2015-08-18,13,S,Kobayasiella.subtilissima,0.000
T2,2015-08-18,12,SP,Kobayasiella.subtilissima,0.000
T2,2015-08-18,15,SP,Kobayasiella.subtilissima,0.000
T2,2015-08-18,24,SP,Kobayasiella.subtilissima,0.000
T3,2016-02-19,1,F,Kobayasiella.subtilissima,0.000
T3,2016-02-19,6,F,Kobayasiella.subtilissima,0.000
T3,2016-02-19,18,F,Kobayasiella.subtilissima,0.000
T3,2016-02-19,4,FP,Kobayasiella.subtilissima,0.000
T3,2016-02-19,19,FP,Kobayasiella.subtilissima,0.000
T3,2016-02-19,9,S,Kobayasiella.subtilissima,0.000
T3,2016-02-19,13,S,Kobayasiella.subtilissima,0.000
T3,2016-02-19,21,S,Kobayasiella.subtilissima,0.000
T3,2016-02-19,12,SP,Kobayasiella.subtilissima,0.000
T3,2016-02-19,16,SP,Kobayasiella.subtilissima,0.000
T3,2016-02-19,23,SP,Kobayasiella.subtilissima,0.000
T4,2016-07-10,1,F,Kobayasiella.subtilissima,0.000
T4,2016-07-10,6,F,Kobayasiella.subtilissima,0.000
T4,2016-07-10,18,F,Kobayasiella.subtilissima,0.000
T4,2016-07-10,8,FP,Kobayasiella.subtilissima,0.000
T4,2016-07-10,19,FP,Kobayasiella.subtilissima,0.004
T4,2016-07-10,9,S,Kobayasiella.subtilissima,0.000
T4,2016-07-10,13,S,Kobayasiella.subtilissima,0.000
T4,2016-07-10,21,S,Kobayasiella.subtilissima,0.000
T4,2016-07-10,11,SP,Kobayasiella.subtilissima,0.000
T4,2016-07-10,16,SP,Kobayasiella.subtilissima,0.000
T1,2015-05-22,1,F,Mastogloia.braunii,0.000
T1,2015-05-22,17,F,Mastogloia.braunii,0.000
T1,2015-05-22,18,F,Mastogloia.braunii,0.000
T1,2015-05-22,4,FP,Mastogloia.braunii,0.000
T1,2015-05-22,8,FP,Mastogloia.braunii,0.000
T1,2015-05-22,19,FP,Mastogloia.braunii,0.000
T1,2015-05-22,9,S,Mastogloia.braunii,0.000
T1,2015-05-22,14,S,Mastogloia.braunii,0.000
T1,2015-05-22,21,S,Mastogloia.braunii,0.000
T1,2015-05-22,12,SP,Mastogloia.braunii,0.000
T1,2015-05-22,16,SP,Mastogloia.braunii,0.000
T1,2015-05-22,24,SP,Mastogloia.braunii,0.000
T2,2015-08-18,5,F,Mastogloia.braunii,0.000
T2,2015-08-18,6,F,Mastogloia.braunii,0.000
T2,2015-08-18,18,F,Mastogloia.braunii,0.000
T2,2015-08-18,4,FP,Mastogloia.braunii,0.000
T2,2015-08-18,7,FP,Mastogloia.braunii,0.000
T2,2015-08-18,19,FP,Mastogloia.braunii,0.000
T2,2015-08-18,9,S,Mastogloia.braunii,0.000
T2,2015-08-18,10,S,Mastogloia.braunii,0.000
T2,2015-08-18,13,S,Mastogloia.braunii,0.000
T2,2015-08-18,12,SP,Mastogloia.braunii,0.000
T2,2015-08-18,15,SP,Mastogloia.braunii,0.000
T2,2015-08-18,24,SP,Mastogloia.braunii,0.000
T3,2016-02-19,1,F,Mastogloia.braunii,0.000
T3,2016-02-19,6,F,Mastogloia.braunii,0.000
T3,2016-02-19,18,F,Mastogloia.braunii,0.000
T3,2016-02-19,4,FP,Mastogloia.braunii,0.004
T3,2016-02-19,19,FP,Mastogloia.braunii,0.000
T3,2016-02-19,9,S,Mastogloia.braunii,0.000
T3,2016-02-19,13,S,Mastogloia.braunii,0.000
T3,2016-02-19,21,S,Mastogloia.braunii,0.004
T3,2016-02-19,12,SP,Mastogloia.braunii,0.059
T3,2016-02-19,16,SP,Mastogloia.braunii,0.000
T3,2016-02-19,23,SP,Mastogloia.braunii,0.063
T4,2016-07-10,1,F,Mastogloia.braunii,0.000
T4,2016-07-10,6,F,Mastogloia.braunii,0.000
T4,2016-07-10,18,F,Mastogloia.braunii,0.000
T4,2016-07-10,8,FP,Mastogloia.braunii,0.000
T4,2016-07-10,19,FP,Mastogloia.braunii,0.004
T4,2016-07-10,9,S,Mastogloia.braunii,0.000
T4,2016-07-10,13,S,Mastogloia.braunii,0.000
T4,2016-07-10,21,S,Mastogloia.braunii,0.000
T4,2016-07-10,11,SP,Mastogloia.braunii,0.051
T4,2016-07-10,16,SP,Mastogloia.braunii,0.000
T1,2015-05-22,1,F,Mastogloia.calcarea,0.061
T1,2015-05-22,17,F,Mastogloia.calcarea,0.025
T1,2015-05-22,18,F,Mastogloia.calcarea,0.031
T1,2015-05-22,4,FP,Mastogloia.calcarea,0.040
T1,2015-05-22,8,FP,Mastogloia.calcarea,0.067
T1,2015-05-22,19,FP,Mastogloia.calcarea,0.004
T1,2015-05-22,9,S,Mastogloia.calcarea,0.042
T1,2015-05-22,14,S,Mastogloia.calcarea,0.008
T1,2015-05-22,21,S,Mastogloia.calcarea,0.102
T1,2015-05-22,12,SP,Mastogloia.calcarea,0.029
T1,2015-05-22,16,SP,Mastogloia.calcarea,0.015
T1,2015-05-22,24,SP,Mastogloia.calcarea,0.031
T2,2015-08-18,5,F,Mastogloia.calcarea,0.033
T2,2015-08-18,6,F,Mastogloia.calcarea,0.011
T2,2015-08-18,18,F,Mastogloia.calcarea,0.044
T2,2015-08-18,4,FP,Mastogloia.calcarea,0.033
T2,2015-08-18,7,FP,Mastogloia.calcarea,0.015
T2,2015-08-18,19,FP,Mastogloia.calcarea,0.015
T2,2015-08-18,9,S,Mastogloia.calcarea,0.020
T2,2015-08-18,10,S,Mastogloia.calcarea,0.119
T2,2015-08-18,13,S,Mastogloia.calcarea,0.005
T2,2015-08-18,12,SP,Mastogloia.calcarea,0.000
T2,2015-08-18,15,SP,Mastogloia.calcarea,0.012
T2,2015-08-18,24,SP,Mastogloia.calcarea,0.010
T3,2016-02-19,1,F,Mastogloia.calcarea,0.000
T3,2016-02-19,6,F,Mastogloia.calcarea,0.000
T3,2016-02-19,18,F,Mastogloia.calcarea,0.012
T3,2016-02-19,4,FP,Mastogloia.calcarea,0.000
T3,2016-02-19,19,FP,Mastogloia.calcarea,0.011
T3,2016-02-19,9,S,Mastogloia.calcarea,0.000
T3,2016-02-19,13,S,Mastogloia.calcarea,0.000
T3,2016-02-19,21,S,Mastogloia.calcarea,0.004
T3,2016-02-19,12,SP,Mastogloia.calcarea,0.000
T3,2016-02-19,16,SP,Mastogloia.calcarea,0.000
T3,2016-02-19,23,SP,Mastogloia.calcarea,0.000
T4,2016-07-10,1,F,Mastogloia.calcarea,0.008
T4,2016-07-10,6,F,Mastogloia.calcarea,0.000
T4,2016-07-10,18,F,Mastogloia.calcarea,0.121
T4,2016-07-10,8,FP,Mastogloia.calcarea,0.004
T4,2016-07-10,19,FP,Mastogloia.calcarea,0.012
T4,2016-07-10,9,S,Mastogloia.calcarea,0.000
T4,2016-07-10,13,S,Mastogloia.calcarea,0.000
T4,2016-07-10,21,S,Mastogloia.calcarea,0.000
T4,2016-07-10,11,SP,Mastogloia.calcarea,0.004
T4,2016-07-10,16,SP,Mastogloia.calcarea,0.000
T1,2015-05-22,1,F,Mastogloia.lanceolata,0.000
T1,2015-05-22,17,F,Mastogloia.lanceolata,0.000
T1,2015-05-22,18,F,Mastogloia.lanceolata,0.000
T1,2015-05-22,4,FP,Mastogloia.lanceolata,0.000
T1,2015-05-22,8,FP,Mastogloia.lanceolata,0.000
T1,2015-05-22,19,FP,Mastogloia.lanceolata,0.000
T1,2015-05-22,9,S,Mastogloia.lanceolata,0.000
T1,2015-05-22,14,S,Mastogloia.lanceolata,0.000
T1,2015-05-22,21,S,Mastogloia.lanceolata,0.000
T1,2015-05-22,12,SP,Mastogloia.lanceolata,0.000
T1,2015-05-22,16,SP,Mastogloia.lanceolata,0.000
T1,2015-05-22,24,SP,Mastogloia.lanceolata,0.000
T2,2015-08-18,5,F,Mastogloia.lanceolata,0.000
T2,2015-08-18,6,F,Mastogloia.lanceolata,0.000
T2,2015-08-18,18,F,Mastogloia.lanceolata,0.000
T2,2015-08-18,4,FP,Mastogloia.lanceolata,0.000
T2,2015-08-18,7,FP,Mastogloia.lanceolata,0.000
T2,2015-08-18,19,FP,Mastogloia.lanceolata,0.000
T2,2015-08-18,9,S,Mastogloia.lanceolata,0.000
T2,2015-08-18,10,S,Mastogloia.lanceolata,0.000
T2,2015-08-18,13,S,Mastogloia.lanceolata,0.000
T2,2015-08-18,12,SP,Mastogloia.lanceolata,0.000
T2,2015-08-18,15,SP,Mastogloia.lanceolata,0.000
T2,2015-08-18,24,SP,Mastogloia.lanceolata,0.000
T3,2016-02-19,1,F,Mastogloia.lanceolata,0.000
T3,2016-02-19,6,F,Mastogloia.lanceolata,0.000
T3,2016-02-19,18,F,Mastogloia.lanceolata,0.000
T3,2016-02-19,4,FP,Mastogloia.lanceolata,0.000
T3,2016-02-19,19,FP,Mastogloia.lanceolata,0.000
T3,2016-02-19,9,S,Mastogloia.lanceolata,0.000
T3,2016-02-19,13,S,Mastogloia.lanceolata,0.000
T3,2016-02-19,21,S,Mastogloia.lanceolata,0.430
T3,2016-02-19,12,SP,Mastogloia.lanceolata,0.000
T3,2016-02-19,16,SP,Mastogloia.lanceolata,0.010
T3,2016-02-19,23,SP,Mastogloia.lanceolata,0.000
T4,2016-07-10,1,F,Mastogloia.lanceolata,0.000
T4,2016-07-10,6,F,Mastogloia.lanceolata,0.000
T4,2016-07-10,18,F,Mastogloia.lanceolata,0.000
T4,2016-07-10,8,FP,Mastogloia.lanceolata,0.000
T4,2016-07-10,19,FP,Mastogloia.lanceolata,0.000
T4,2016-07-10,9,S,Mastogloia.lanceolata,0.450
T4,2016-07-10,13,S,Mastogloia.lanceolata,0.150
T4,2016-07-10,21,S,Mastogloia.lanceolata,0.520
T4,2016-07-10,11,SP,Mastogloia.lanceolata,0.330
T4,2016-07-10,16,SP,Mastogloia.lanceolata,0.000
T1,2015-05-22,1,F,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,17,F,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,18,F,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,4,FP,Mastoglogia.pseduosmithii,0.010
T1,2015-05-22,8,FP,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,19,FP,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,9,S,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,14,S,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,21,S,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,12,SP,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,16,SP,Mastoglogia.pseduosmithii,0.000
T1,2015-05-22,24,SP,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,5,F,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,6,F,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,18,F,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,4,FP,Mastoglogia.pseduosmithii,0.010
T2,2015-08-18,7,FP,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,19,FP,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,9,S,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,10,S,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,13,S,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,12,SP,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,15,SP,Mastoglogia.pseduosmithii,0.000
T2,2015-08-18,24,SP,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,1,F,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,6,F,Mastoglogia.pseduosmithii,0.000
T3,2016-02-19,18,F,Mastoglogia.pseduosmithii,0.000
